"id","labels","allProperties"
"5354","[""Album""]","{""name"":""Happy Birthday Buck - A Texas Salute to Buck Owens""}"
"5355","[""Town""]","{""name"":""Rasnov""}"
"5356","[""Artist""]","{""name"":""3OH!3"",""artist_id"":""AR01W2D1187FB5912F""}"
"5357","[""Artist""]","{""name"":""Charlie Louvin"",""artist_id"":""ARUVPZF1187FB4880D""}"
"5358","[""Album""]","{""name"":""Hot Tuna: Live""}"
"5359","[""Artist""]","{""name"":""Virtue"",""artist_id"":""ARO3PIY1187B989933""}"
"5360","[""Album""]","{""name"":""Black Magic; All Mysteries Revealed""}"
"5361","[""Album""]","{""name"":""Makassi""}"
"5362","[""Album""]","{""name"":""Blowin' In From Kansas City""}"
"5363","[""Album""]","{""name"":""Backline Volume 4""}"
"5364","[""Album""]","{""name"":""Sinverguenza""}"
"5365","[""Album""]","{""name"":""The Best of the Headfirst Years""}"
"5366","[""Artist""]","{""name"":""Coco Montoya"",""artist_id"":""ARKBCZ91187B98F486""}"
"5367","[""Album""]","{""name"":""Djekpa la you""}"
"5368","[""Artist""]","{""name"":""Los Del Sol"",""artist_id"":""ARTCYEF12420780FA0""}"
"5369","[""Album""]","{""name"":""Open Up And Say...@<%_|^[!],: A Tigerbeat6 Compilation""}"
"5370","[""Town""]","{""name"":""Recas""}"
"5371","[""Town""]","{""name"":""Reghin""}"
"5372","[""Town""]","{""name"":""Resita""}"
"5373","[""Album""]","{""name"":""Castrum Doloris""}"
"5374","[""Album""]","{""name"":""The Real Rock""}"
"5375","[""Album""]","{""name"":""Most Wanted & Mad""}"
"5376","[""Album""]","{""name"":""Loyalty""}"
"5377","[""Album""]","{""name"":""This Is Sergio Franchi""}"
"5378","[""Artist""]","{""name"":""Silkie Ft. Harry Craze"",""artist_id"":""ARLF92B11A348F0D1E""}"
"5379","[""Album""]","{""name"":""Reprise Des Négociations""}"
"5380","[""Artist""]","{""name"":""Lou Busch"",""artist_id"":""ARS81O81187B993AEC""}"
"5381","[""Town""]","{""name"":""Roman""}"
"5382","[""Album""]","{""name"":""Rougher Than Them""}"
"5383","[""Album""]","{""name"":""Roni Size Reprazent - New Forms2""}"
"5384","[""Town""]","{""name"":""Rosiorii de Vede""}"
"5385","[""Album""]","{""name"":""I Love It""}"
"5386","[""Album""]","{""name"":""Hanji""}"
"5387","[""Album""]","{""name"":""Rumba Que Te Tumba""}"
"5388","[""Artist""]","{""name"":""Sundial Aeon"",""artist_id"":""ARD62OC1187FB54B75""}"
"5389","[""Album""]","{""name"":""Small Miracles""}"
"5390","[""Album""]","{""name"":""Emotional Ninja""}"
"5391","[""Album""]","{""name"":""Changing Tha Game""}"
"5393","[""Album""]","{""name"":""JTV""}"
"5394","[""Album""]","{""name"":""Nocturama""}"
"5395","[""Artist""]","{""name"":""Roger Clyne & The Peacemakers"",""artist_id"":""AR5FIDV1187FB50D40""}"
"5396","[""Album""]","{""name"":""Latino Christmas""}"
"5397","[""Album""]","{""name"":""Harpin' The Blues""}"
"5398","[""Album""]","{""name"":""Tu Me Haces Falta""}"
"5399","[""Album""]","{""name"":""An Intimate Christmas""}"
"5400","[""Artist""]","{""name"":""Robin Beanland"",""artist_id"":""AROYTOV1187FB4C7F8""}"
"5401","[""Album""]","{""name"":""Thank You Edith! (Tribute to Edith Piaf)""}"
"5402","[""Album""]","{""name"":""I Promise My Heart""}"
"5403","[""Artist""]","{""name"":""Jeremy Fisher"",""artist_id"":""AR0B9V01187FB55276""}"
"5404","[""Artist""]","{""name"":""Ginny Owens"",""artist_id"":""ARAQOK81187B98DD4A""}"
"5406","[""Album""]","{""name"":""Early Gospel Recordings""}"
"5407","[""Artist""]","{""name"":""Play"",""artist_id"":""ARE7AY71187FB53D26""}"
"5408","[""Album""]","{""name"":""Club Work Session Vol.03""}"
"5409","[""Album""]","{""name"":""Brasil""}"
"5410","[""Album""]","{""name"":""The Torture Papers""}"
"5411","[""Album""]","{""name"":""The Greatest Hits from 40's and 50's_ Vol. 28""}"
"5412","[""Album""]","{""name"":""Here There And Everywhere""}"
"5413","[""Album""]","{""name"":""Put U To Bed""}"
"5414","[""Album""]","{""name"":""Latin Nights""}"
"5416","[""Album""]","{""name"":""I Put a Spell on You: The Best Of""}"
"5417","[""Album""]","{""name"":""97 | 07""}"
"5418","[""Artist""]","{""name"":""Kate Maki"",""artist_id"":""ARV33RQ1187B9A5734""}"
"5419","[""Album""]","{""name"":""S.O.S.""}"
"5421","[""Album""]","{""name"":""Police Python 357 / L'Important C'Est D'Aimer/Paul Gaugu In/ Malpertuis / Jamais Plus Toujours""}"
"5422","[""Album""]","{""name"":""Can't Hold Back""}"
"5423","[""Artist""]","{""name"":""Le Vangle"",""artist_id"":""ARPKPQP1241B9C7F9A""}"
"5424","[""Album""]","{""name"":""On a Bridge Atop the Heap of Friends Who Jumped""}"
"5425","[""Album""]","{""name"":""Laugh Now_ Cry Later""}"
"5426","[""Album""]","{""name"":""Bobby Capo Selected Hits Vol. 2""}"
"5427","[""Album""]","{""name"":""One Fine Day""}"
"5428","[""Town""]","{""name"":""Rovinari""}"
"5429","[""Album""]","{""name"":""Liberty For All!""}"
"5430","[""Artist""]","{""name"":""The Who"",""artist_id"":""ARWX5TK1187FB4CDBE""}"
"5431","[""Album""]","{""name"":""Everything Will Be Alright_ The Power of Gospel""}"
"5432","[""Album""]","{""name"":""Kathleen Madigan""}"
"5433","[""Town""]","{""name"":""Roznov""}"
"5434","[""Album""]","{""name"":""Another Way To Go""}"
"5435","[""Album""]","{""name"":""Family Christmas""}"
"5436","[""Artist""]","{""name"":""Jars Of Clay"",""artist_id"":""ARZ96PB1187B98F5C9""}"
"5437","[""Album""]","{""name"":""Wilhelm Gustloff""}"
"5438","[""Album""]","{""name"":""Borron Y Cuenta Nueva""}"
"5439","[""Artist""]","{""name"":""Dijous Paella"",""artist_id"":""AR28FIY1187B996C77""}"
"5440","[""Album""]","{""name"":""Twilight""}"
"5441","[""Town""]","{""name"":""Rupea""}"
"5442","[""Album""]","{""name"":""Music Has The Right To Children""}"
"5444","[""Artist""]","{""name"":""Beatnuts featuring Tony Touch"",""artist_id"":""ARNQESK11F4C83FD6F""}"
"5445","[""Artist""]","{""name"":""Porter Wagoner"",""artist_id"":""ARG2UZ71187FB4FF5C""}"
"5446","[""Album""]","{""name"":""Chumps On Parade""}"
"5447","[""Artist""]","{""name"":""Belphegor"",""artist_id"":""ARNNQBT1187FB437C1""}"
"5448","[""Artist""]","{""name"":""Ray Davies"",""artist_id"":""ARTIGQM1187B98D1F2""}"
"5449","[""Town""]","{""name"":""Sacele""}"
"5450","[""Album""]","{""name"":""Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1""}"
"5451","[""Album""]","{""name"":""The Universal Cure""}"
"5452","[""Album""]","{""name"":""Photograph [Commercial Single]""}"
"5453","[""Album""]","{""name"":""Battle Of Britain""}"
"5454","[""Artist""]","{""name"":""J. Peter Robinson"",""artist_id"":""AR9CYE51187FB44F66""}"
"5455","[""Artist""]","{""name"":""Brian Littrell"",""artist_id"":""ARQVC1L1187FB440DE""}"
"5456","[""Artist""]","{""name"":""Mr.De'"",""artist_id"":""ARHIGWY11F4C8425D5""}"
"5457","[""Artist""]","{""name"":""Wade Ray"",""artist_id"":""AR84SHT1187FB4687A""}"
"5458","[""Album""]","{""name"":""Standing By""}"
"5460","[""Artist""]","{""name"":""Boogie Pimps Feat. Steve Brookstein"",""artist_id"":""ARILV5E1187B9959C8""}"
"5461","[""Town""]","{""name"":""Sacueni""}"
"5462","[""Album""]","{""name"":""Keep It Simple""}"
"5463","[""Album""]","{""name"":""Bela Fleck and the Flecktones""}"
"5464","[""Town""]","{""name"":""Salcea""}"
"5465","[""Town""]","{""name"":""Saliste""}"
"5466","[""Album""]","{""name"":""Thank You Mama For Praying For Me...""}"
"5467","[""Album""]","{""name"":""Del And The Boys""}"
"5468","[""Town""]","{""name"":""Salistea de Sus""}"
"5469","[""Town""]","{""name"":""Salonta""}"
"5470","[""Town""]","{""name"":""Sangeorgiu de Padure""}"
"5471","[""Artist""]","{""name"":""Benga"",""artist_id"":""ARNBIUE1187FB3E846""}"
"5472","[""Album""]","{""name"":""The Essential Ronnie Milsap""}"
"5474","[""Album""]","{""name"":""Time Will Crawl E.P.""}"
"5475","[""Town""]","{""name"":""Sangeorz-Bai""}"
"5476","[""Artist""]","{""name"":""Obie Bermudez"",""artist_id"":""AR0CZWN1187B9A47E2""}"
"5477","[""Album""]","{""name"":""The Flies""}"
"5478","[""Artist""]","{""name"":""Baby Rasta & Gringo"",""artist_id"":""ARWWPKQ11F4C83D8E2""}"
"5479","[""Town""]","{""name"":""Sannicolau Mare""}"
"5480","[""Artist""]","{""name"":""Eri Esittäjiä"",""artist_id"":""AR6U6C51187B9B6F68""}"
"5481","[""Artist""]","{""name"":""Emery"",""artist_id"":""ARDT9VH1187B999C0B""}"
"5482","[""Album""]","{""name"":""Rhythms Of Life""}"
"5483","[""Album""]","{""name"":""Between The Buried And Me""}"
"5484","[""Artist""]","{""name"":""Major Lazer / Vybz Kartel / Afrojack"",""artist_id"":""ARLGOUD12298900ACE""}"
"5485","[""Album""]","{""name"":""Soft Place To Fall""}"
"5486","[""Album""]","{""name"":""Ylem""}"
"5487","[""Artist""]","{""name"":""The Temper Trap"",""artist_id"":""ARVV61U1187FB4FC32""}"
"5488","[""Town""]","{""name"":""Santana""}"
"5489","[""Town""]","{""name"":""Sarmasu""}"
"5490","[""Album""]","{""name"":""Down On My Knees""}"
"5491","[""Album""]","{""name"":""Vinyl Replica: El Milagro Argentino""}"
"5492","[""Album""]","{""name"":""Germicide""}"
"5493","[""Album""]","{""name"":""The Triumph""}"
"5495","[""Town""]","{""name"":""Satu Mare""}"
"5496","[""Album""]","{""name"":""Mindy McCready""}"
"5497","[""Town""]","{""name"":""Saveni""}"
"5498","[""Artist""]","{""name"":""Casey Bill Weldon"",""artist_id"":""ARAWBUP1187B9B93FC""}"
"5499","[""Artist""]","{""name"":""Carmen Y Laura"",""artist_id"":""ARJTZHH11F4C83C530""}"
"5500","[""Artist""]","{""name"":""Kaizers Orchestra"",""artist_id"":""AR0N8D61187FB3D0D6""}"
"5501","[""Album""]","{""name"":""Live & Rare""}"
"5502","[""Town""]","{""name"":""Scornicesti""}"
"5503","[""Album""]","{""name"":""Children's Christmas Party""}"
"5504","[""Artist""]","{""name"":""Miguel Migs"",""artist_id"":""ARY2ZUX1187B9A266C""}"
"5505","[""Artist""]","{""name"":""Protein"",""artist_id"":""ARSPIHU1187B99DDD8""}"
"5506","[""Town""]","{""name"":""Sebes""}"
"5507","[""Artist""]","{""name"":""Kevin Max"",""artist_id"":""ARRSIQ11187B98F216""}"
"5508","[""Album""]","{""name"":""Soul Donkey""}"
"5509","[""Artist""]","{""name"":""Bloc Party"",""artist_id"":""ARI7DOB1187FB37AA4""}"
"5510","[""Artist""]","{""name"":""George Huff"",""artist_id"":""ARGYEJV1187FB567B5""}"
"5511","[""Album""]","{""name"":""The Dungeonmaster's Guide""}"
"5512","[""Artist""]","{""name"":""Midge Ure"",""artist_id"":""AR6FS351187B9892B7""}"
"5513","[""Album""]","{""name"":""The Very Best of Gisele MacKenzie""}"
"5514","[""Album""]","{""name"":""Freedom Of Expression""}"
"5515","[""Album""]","{""name"":""Good Times - A Collection""}"
"5516","[""Artist""]","{""name"":""Negura Bunget"",""artist_id"":""ARWJAQ81187FB46F73""}"
"5517","[""Album""]","{""name"":""Into the Oh""}"
"5518","[""Town""]","{""name"":""Sebis""}"
"5519","[""Album""]","{""name"":""Abnormal""}"
"5520","[""Album""]","{""name"":""The Panama Limited""}"
"5521","[""Album""]","{""name"":""Chyna Doll""}"
"5522","[""Album""]","{""name"":""Travel Without Leaving The Bed""}"
"5523","[""Artist""]","{""name"":""Oceansize"",""artist_id"":""AR336PG1187FB3DC6E""}"
"5524","[""Artist""]","{""name"":""Head Horny's"",""artist_id"":""ARF6FRI1187B99A934""}"
"5525","[""Artist""]","{""name"":""Daan Junior"",""artist_id"":""ARCCNIT12802FDF57B""}"
"5526","[""Album""]","{""name"":""Arnold Layne""}"
"5527","[""Town""]","{""name"":""Segarcea""}"
"5528","[""Album""]","{""name"":""By The Way""}"
"5529","[""Artist""]","{""name"":""Johnny Pacheco"",""artist_id"":""AR78WG01187B98E404""}"
"5530","[""Album""]","{""name"":""Rock Crown""}"
"5531","[""Album""]","{""name"":""Na Fisai I Anixi""}"
"5532","[""Album""]","{""name"":""Latin Jazz (Jazz Club)""}"
"5533","[""Album""]","{""name"":""Industrial Panorama""}"
"5534","[""Album""]","{""name"":""West Side Story - Original Broadway Cast""}"
"5535","[""Town""]","{""name"":""Seini""}"
"5536","[""Artist""]","{""name"":""Van Gelder"",""artist_id"":""AROSH7P1187B9B4D11""}"
"5537","[""Town""]","{""name"":""Sfantu Gheorghe""}"
"5538","[""Town""]","{""name"":""Sibiu""}"
"5539","[""Album""]","{""name"":""Moon In Scorpio""}"
"5540","[""Town""]","{""name"":""Sighetu Marmatiei""}"
"5541","[""Album""]","{""name"":""Ganas De Vivir""}"
"5542","[""Album""]","{""name"":""Bush Doctor""}"
"5543","[""Album""]","{""name"":""The Roots Of Rap: Classic Recordings From The 1920s & 30s""}"
"5544","[""Artist""]","{""name"":""Nick Jonas & The Administration"",""artist_id"":""ARHGGCU125FEF328D7""}"
"5545","[""Artist""]","{""name"":""Jeff Johnson"",""artist_id"":""AR2B3VQ1187FB54129""}"
"5546","[""Town""]","{""name"":""Sighisoara""}"
"5547","[""Album""]","{""name"":""Confiá""}"
"5548","[""Artist""]","{""name"":""Gang Of Four"",""artist_id"":""ARKZ68G1187B98B189""}"
"5549","[""Artist""]","{""name"":""Peter Hunnigale"",""artist_id"":""AR3OSJM1187B98B95B""}"
"5550","[""Town""]","{""name"":""Simeria""}"
"5551","[""Album""]","{""name"":""My Own Set Of Rules""}"
"5552","[""Album""]","{""name"":""This Is You""}"
"5553","[""Album""]","{""name"":""Paradigm Shift""}"
"5554","[""Album""]","{""name"":""Powerful Stuff""}"
"5555","[""Town""]","{""name"":""Simleu Silvaniei""}"
"5556","[""Album""]","{""name"":""Temporary Measures""}"
"5558","[""Album""]","{""name"":""Thugz Of War""}"
"5559","[""Artist""]","{""name"":""Elton Britt"",""artist_id"":""AR8IS591187B9981AE""}"
"5560","[""Album""]","{""name"":""Official Space Tape""}"
"5561","[""Artist""]","{""name"":""Jean Fauque"",""artist_id"":""AR6TSMD1187FB5640F""}"
"5563","[""Album""]","{""name"":""Heard 'Em Say""}"
"5564","[""Album""]","{""name"":""Rockers Vibration""}"
"5565","[""Album""]","{""name"":""An Austin Rhythm And Blues Christmas""}"
"5566","[""Artist""]","{""name"":""Hellsongs"",""artist_id"":""AR8ANXA1187B98BFC3""}"
"5567","[""Town""]","{""name"":""Sinaia""}"
"5568","[""Album""]","{""name"":""Gift Grub 8 - The G Factor""}"
"5569","[""Album""]","{""name"":""20 Años""}"
"5570","[""Album""]","{""name"":""The Cornshucker's Frolic: Classic Recordings From The 1920's & 30's_ Vol. 2""}"
"5571","[""Album""]","{""name"":""Reach For The Ground""}"
"5572","[""Artist""]","{""name"":""Little Junior Parker"",""artist_id"":""ARQDONM1187B9BA1AD""}"
"5573","[""Artist""]","{""name"":""Cybertribe"",""artist_id"":""ARCSZCY1187B991BA7""}"
"5574","[""Artist""]","{""name"":""Seventh Star"",""artist_id"":""AR07CRG1187FB594FA""}"
"5575","[""Album""]","{""name"":""How Far? How Fast?""}"
"5576","[""Artist""]","{""name"":""Dishwalla"",""artist_id"":""ARPTZO31187B9AB533""}"
"5577","[""Artist""]","{""name"":""Marco Polo"",""artist_id"":""ARM1UIH1187B9A5DE8""}"
"5578","[""Album""]","{""name"":""Open Fire""}"
"5579","[""Album""]","{""name"":""Solid Ground""}"
"5580","[""Album""]","{""name"":""Who's On The Lord's Side Live""}"
"5581","[""Album""]","{""name"":""Two Bugs And A Roach""}"
"5582","[""Town""]","{""name"":""Siret""}"
"5583","[""Album""]","{""name"":""Billy Butler's Sugar Candy Lady""}"
"5584","[""Album""]","{""name"":""Usher""}"
"5585","[""Album""]","{""name"":""Lively Up Yourself""}"
"5586","[""Artist""]","{""name"":""Rusted Shut"",""artist_id"":""AREZBYP122C86758CC""}"
"5587","[""Album""]","{""name"":""Zèlé""}"
"5588","[""Town""]","{""name"":""Slanic""}"
"5589","[""Album""]","{""name"":""Great Gentlemen Of Song / Spotlight On Andy Russell""}"
"5590","[""Artist""]","{""name"":""Marilyn Horne"",""artist_id"":""AR3AIEI1187B992D8D""}"
"5591","[""Album""]","{""name"":""Here is Fabulous Eddie Cano""}"
"5592","[""Album""]","{""name"":""The Bitter End""}"
"5593","[""Artist""]","{""name"":""Sergio Mendes"",""artist_id"":""ARODFDS1187FB57348""}"
"5594","[""Album""]","{""name"":""Front Row""}"
"5595","[""Town""]","{""name"":""Slanic-Moldova""}"
"5596","[""Album""]","{""name"":""Charmer""}"
"5597","[""Artist""]","{""name"":""Hadag Nahash"",""artist_id"":""ARHDLVJ11F4C84797A""}"
"5598","[""Album""]","{""name"":""Sweet Child""}"
"5599","[""Artist""]","{""name"":""Lords Of The Underground"",""artist_id"":""ARTE2FL1187FB51337""}"
"5600","[""Town""]","{""name"":""Slatina""}"
"5601","[""Album""]","{""name"":""Cobra Killer""}"
"5602","[""Album""]","{""name"":""Irresistible Meltdown Vol. 2""}"
"5603","[""Album""]","{""name"":""Apiti_ vol. 3""}"
"5604","[""Album""]","{""name"":""Be Exalted""}"
"5605","[""Album""]","{""name"":""Lickerish""}"
"5606","[""Album""]","{""name"":""Fair Warning""}"
"5607","[""Album""]","{""name"":""Howdy!""}"
"5608","[""Artist""]","{""name"":""Marquez the Greatest"",""artist_id"":""ARSKPIJ11F50C50608""}"
"5609","[""Artist""]","{""name"":""Drowning Pool"",""artist_id"":""ARVSQHB1187B992FF0""}"
"5610","[""Album""]","{""name"":""Epidemic""}"
"5611","[""Album""]","{""name"":""Séance""}"
"5612","[""Town""]","{""name"":""Slobozia""}"
"5613","[""Album""]","{""name"":""Amor Y Ruleta""}"
"5614","[""Album""]","{""name"":""Birmingham Jubilee Singers Vol. 2 (1927-1930)""}"
"5615","[""Town""]","{""name"":""Solca""}"
"5616","[""Town""]","{""name"":""Somcuta Mare""}"
"5617","[""Artist""]","{""name"":""Roy Buchanan"",""artist_id"":""AR6HAZT1187FB4A3AA""}"
"5619","[""Town""]","{""name"":""Sovata""}"
"5620","[""Album""]","{""name"":""The Unforgiven Vol. 2.5""}"
"5621","[""Album""]","{""name"":""Lian Ai Tian Cai""}"
"5622","[""Artist""]","{""name"":""Maurice Chevalier / Françoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys"",""artist_id"":""AR1X2H01187B98CCF2""}"
"5623","[""Artist""]","{""name"":""Ray Price"",""artist_id"":""ARXB4J91187B9A9C7D""}"
"5624","[""Artist""]","{""name"":""Art Ensemble Of Chicago"",""artist_id"":""ARS10A81187B9B6E16""}"
"5625","[""Artist""]","{""name"":""Swim"",""artist_id"":""ARFEAZE1187B99A080""}"
"5626","[""Town""]","{""name"":""Stefanesti""}"
"5627","[""Album""]","{""name"":""Malina.Org.azm.ru""}"
"5628","[""Town""]","{""name"":""Stefanesti""}"
"5629","[""Album""]","{""name"":""This Town""}"
"5630","[""Artist""]","{""name"":""Brenda Lee"",""artist_id"":""ARGKD4W1187B990E04""}"
"5631","[""Album""]","{""name"":""Dance Hall Showcase Vol. II""}"
"5632","[""Album""]","{""name"":""Spirit in My Life""}"
"5633","[""Artist""]","{""name"":""Gisselle"",""artist_id"":""AR4O3MM1187FB3DF77""}"
"5634","[""Town""]","{""name"":""Stei""}"
"5635","[""Artist""]","{""name"":""MC Sadri"",""artist_id"":""ARGCNAB1242077FED1""}"
"5636","[""Artist""]","{""name"":""Weedeater"",""artist_id"":""AR1LG7D1187B99BAFF""}"
"5637","[""Album""]","{""name"":""The Wild One - The Greatest Hits""}"
"5638","[""Artist""]","{""name"":""Mel Blanc"",""artist_id"":""AR8IXB41187B9A4EED""}"
"5639","[""Artist""]","{""name"":""Paul Carrack"",""artist_id"":""ARYNX5Z1187B999686""}"
"5640","[""Album""]","{""name"":""Diet Pills & Magazines""}"
"5641","[""Artist""]","{""name"":""Elvenking"",""artist_id"":""ARJ438T1187B9AD503""}"
"5642","[""Album""]","{""name"":""Groove It""}"
"5643","[""Album""]","{""name"":""All Of Me""}"
"5644","[""Artist""]","{""name"":""At The Gates"",""artist_id"":""ARPYIBX1187B9B113E""}"
"5645","[""Album""]","{""name"":""Youth & Young Manhood""}"
"5646","[""Artist""]","{""name"":""Special Duties"",""artist_id"":""ARD6S3O1187FB3F1F0""}"
"5647","[""Album""]","{""name"":""Kalifornia Love""}"
"5648","[""Town""]","{""name"":""Strehaia""}"
"5649","[""Town""]","{""name"":""Suceava""}"
"5650","[""Town""]","{""name"":""Sulina""}"
"5651","[""Album""]","{""name"":""Miao......""}"
"5652","[""Artist""]","{""name"":""Eastmountainsouth"",""artist_id"":""AR5OQSV1187B9953AF""}"
"5653","[""Town""]","{""name"":""Talmaciu""}"
"5654","[""Artist""]","{""name"":""Richard Hell & The Voidoids"",""artist_id"":""AR9B5JX1187FB55D84""}"
"5655","[""Album""]","{""name"":""All Time Greats""}"
"5656","[""Artist""]","{""name"":""V'ro"",""artist_id"":""ARGP3HD1187B9A3CB5""}"
"5657","[""Album""]","{""name"":""Hung Like A Fly""}"
"5658","[""Album""]","{""name"":""Apollo Sound V""}"
"5659","[""Album""]","{""name"":""The Definition Of A ZillaNaire [DJ Drop Mix]""}"
"5660","[""Album""]","{""name"":""15 Exitos Originales Con Rocio Jurado""}"
"5661","[""Album""]","{""name"":""Electric Doorbells""}"
"5662","[""Artist""]","{""name"":""From Dying Skies"",""artist_id"":""ARRP4SJ11C8A414CFA""}"
"5663","[""Album""]","{""name"":""Attitude Identitaire""}"
"5664","[""Artist""]","{""name"":""Turibio Santos"",""artist_id"":""AR94U5D1187B995563""}"
"5665","[""Artist""]","{""name"":""David Phelps"",""artist_id"":""ARR6CVD1187FB3F2BF""}"
"5666","[""Town""]","{""name"":""Tandarei""}"
"5667","[""Town""]","{""name"":""Targoviste""}"
"5668","[""Artist""]","{""name"":""Tranzas"",""artist_id"":""ARSFVDS1187B990F14""}"
"5669","[""Album""]","{""name"":""Wake Up! Wake Up!""}"
"5670","[""Town""]","{""name"":""Targu Bujor""}"
"5671","[""Artist""]","{""name"":""Dub Pistols feat. TK"",""artist_id"":""ARXK4YK1187FB4D0C4""}"
"5672","[""Album""]","{""name"":""Best Of/20th Century""}"
"5674","[""Town""]","{""name"":""Targu Carbunesti""}"
"5675","[""Artist""]","{""name"":""Perfection"",""artist_id"":""ARYORUX11F4C846890""}"
"5676","[""Artist""]","{""name"":""Fred Simon"",""artist_id"":""AR62YZW1187B9A22D7""}"
"5677","[""Album""]","{""name"":""The Vegas Years""}"
"5679","[""Album""]","{""name"":""Reggae Superstars 9 & 10""}"
"5680","[""Town""]","{""name"":""Targu Frumos""}"
"5681","[""Album""]","{""name"":""Balle! Balle! Sounds of Bhangra""}"
"5682","[""Artist""]","{""name"":""G.G. Allin"",""artist_id"":""ARCDQRB11F4C844880""}"
"5683","[""Artist""]","{""name"":""Jennifer Lopez featuring Ja Rule"",""artist_id"":""AR7C6G11187B9B4C1E""}"
"5684","[""Artist""]","{""name"":""The Bureau De Change"",""artist_id"":""ARFEXDH11F4C840CAC""}"
"5685","[""Artist""]","{""name"":""Darden Smith"",""artist_id"":""AR9LT7R1187FB4543A""}"
"5686","[""Artist""]","{""name"":""Dédé Saint Prix_ Pakatak"",""artist_id"":""AR49IWV1187FB3C663""}"
"5687","[""Artist""]","{""name"":""Los Indios Tabajaras"",""artist_id"":""ARGHMTX1187FB456CA""}"
"5688","[""Album""]","{""name"":""The Christmas Guest""}"
"5689","[""Artist""]","{""name"":""Charanga de la 4"",""artist_id"":""ARHNYVE122988EE3A6""}"
"5690","[""Album""]","{""name"":""Get Picked Up""}"
"5691","[""Artist""]","{""name"":""Ramesses"",""artist_id"":""AROCXGR1187FB511B2""}"
"5692","[""Artist""]","{""name"":""Johnny Otis Show"",""artist_id"":""ARB5U6G1187B9A994C""}"
"5693","[""Artist""]","{""name"":""John Doan"",""artist_id"":""AR1XVTM1187B996D57""}"
"5694","[""Town""]","{""name"":""Targu Jiu""}"
"5695","[""Artist""]","{""name"":""Trentemoller"",""artist_id"":""AR9S8551187FB3EA81""}"
"5696","[""Town""]","{""name"":""Targu Lapus""}"
"5697","[""Artist""]","{""name"":""Lorna"",""artist_id"":""ARKD9S41187B997CA6""}"
"5698","[""Album""]","{""name"":""Canta Lo Mejor De Los Mejores""}"
"5699","[""Artist""]","{""name"":""Maroon 5"",""artist_id"":""ARF5M7Q1187FB501E8""}"
"5700","[""Artist""]","{""name"":""The Keys"",""artist_id"":""ARKSLFG1187B99DADD""}"
"5701","[""Album""]","{""name"":""Wet Memory""}"
"5702","[""Album""]","{""name"":""The Greatest Hits from 40's and 50's_ Vol. 40""}"
"5703","[""Album""]","{""name"":""Live Around The World 1991 - 1996""}"
"5704","[""Album""]","{""name"":""Nicho... En El Bar 2""}"
"5705","[""Town""]","{""name"":""Targu Mures""}"
"5706","[""Album""]","{""name"":""24-7""}"
"5707","[""Artist""]","{""name"":""Claudio"",""artist_id"":""ARLYKKT11F4C83B350""}"
"5708","[""Album""]","{""name"":""Soulsation! The 25th Anniversary Collection""}"
"5709","[""Album""]","{""name"":""X-Filez V.1: 24 Garden Blocc Classics""}"
"5710","[""Album""]","{""name"":""Glad You're Here""}"
"5712","[""Album""]","{""name"":""Tha Remixes Vol. 2""}"
"5713","[""Album""]","{""name"":""Live in Malaysia 2004""}"
"5714","[""Album""]","{""name"":""Straight From The Soul""}"
"5715","[""Artist""]","{""name"":""Mohammad Nouri"",""artist_id"":""ARMTTWG11F4C83E6AE""}"
"5716","[""Town""]","{""name"":""Targu Neamt""}"
"5717","[""Album""]","{""name"":""Riddim Driven: Wanted""}"
"5718","[""Artist""]","{""name"":""Anthony Blea Y Su Charanga"",""artist_id"":""AR7BPLI1187FB4A306""}"
"5719","[""Artist""]","{""name"":""Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini"",""artist_id"":""ARK7ZPW1187B99C170""}"
"5720","[""Artist""]","{""name"":""CMW - Compton's Most Wanted"",""artist_id"":""ARLSGOL1187FB51164""}"
"5721","[""Artist""]","{""name"":""Walter Ego"",""artist_id"":""AREHCPX1187FB3C859""}"
"5722","[""Artist""]","{""name"":""Tayfun"",""artist_id"":""ARQ94H11187FB533BD""}"
"5723","[""Artist""]","{""name"":""Jay Randall"",""artist_id"":""ARBEZ581187B9A4B4B""}"
"5724","[""Album""]","{""name"":""Blues At Montreux""}"
"5725","[""Town""]","{""name"":""Targu Ocna""}"
"5726","[""Album""]","{""name"":""If That's What It Takes""}"
"5727","[""Album""]","{""name"":""Verdi: Aida""}"
"5728","[""Album""]","{""name"":""The Giuseppi Logan Quintet""}"
"5729","[""Album""]","{""name"":""Brain Cycles""}"
"5730","[""Town""]","{""name"":""Targu Secuiesc""}"
"5731","[""Town""]","{""name"":""Tarnaveni""}"
"5732","[""Album""]","{""name"":""The Roches""}"
"5733","[""Artist""]","{""name"":""Bonita & Jerry Cormier"",""artist_id"":""ARLPXQE1187B99066C""}"
